REF_AREA_NAME;INDICATOR_NAME;UNIT_MEASURE_NAME;TIME_PERIOD;OBS_VALUE
Tunisia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;12.397
Turkiye;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.897
Turkmenistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Tuvalu;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Uganda;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Ukraine;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;6.351
United Arab Emirates;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
United Kingdom;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;5.35
United States;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;4.617
Uruguay;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;9.4
Uzbekistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;4.99
Vanuatu;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Venezuela, RB;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;8.492
Viet Nam;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;4.64
West Bank and Gaza;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;21.7
Yemen, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Zambia;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Zimbabwe;Unemployment rate, Percent of total labor force;Percentage of labor force;2007;
Afghanistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Albania;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;13.8
Algeria;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;12.512
Andorra;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Angola;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Antigua and Barbuda;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Argentina;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;10.175
Armenia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;27.8
Aruba;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;9.3
Australia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;4.774
Austria;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;5.633
Azerbaijan;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;6.615
Bahamas, The;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;7.628
Bahrain;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Bangladesh;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Barbados;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;8.725
Belarus;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;6.295
Belgium;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;8.267
Belize;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;9.4
Benin;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Bhutan;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;3.2
Bolivia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;7.992
Bosnia and Herzegovina;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;31.1
Botswana;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Brazil;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;9.69
Brunei Darussalam;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Bulgaria;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;9.022
Burkina Faso;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Burundi;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Cabo Verde;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;13.5
Cambodia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Cameroon;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Canada;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;6.45
Central African Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Chad;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Chile;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;7.95
China;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Colombia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;12.042
Comoros;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Congo, Dem. Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Congo, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Costa Rica;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;5.962
Cote d'Ivoire;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Croatia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;16.525
Cyprus;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;4.55
Czechia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;7.128
Denmark;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;3.9
Djibouti;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Dominica;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Dominican Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;7.075
Ecuador;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;6.687
Egypt, Arab Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;10.917
El Salvador;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;6.6
Equatorial Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Eritrea;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Estonia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;5.912
Eswatini;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Ethiopia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Fiji;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;7.7
Finland;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;7.775
France;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;8.858
Gabon;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Gambia, The;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Georgia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;15.4
Germany;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;10.042
Ghana;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Greece;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;9.0
Grenada;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Guatemala;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Guinea-Bissau;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Guyana;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Haiti;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Honduras;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;3.575
Hong Kong SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;4.79
Hungary;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;7.075
Iceland;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;3.2
India;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Indonesia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;10.28
Iran, Islamic Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;11.3
Iraq;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Ireland;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;4.767
Israel;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;10.45
Italy;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;6.875
Jamaica;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;10.325
Japan;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;4.117
Jordan;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;14.058
Kazakhstan;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;7.788
Kenya;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Kiribati;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Korea, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;3.475
Kosovo;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Kuwait;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Kyrgyz Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;8.267
Lao PDR;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;
Latvia;Unemployment rate, Percent of total labor force;Percentage of labor force;2006;7.033
